,Unnamed: 0,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
77,77,The Shadow of the Wind,Carlos Ruiz Zafón,496069.0,38238.0,4.27,487,2005.0,True,"['Fiction', 'Historical Historical Fiction', 'Mystery', 'Fantasy', 'Writing Books About Books', 'Historical', 'Cultural Spain', 'Magical Realism', 'European Literature Spanish Literature', 'Gothic']",11,Spain,https://www.goodreads.com//book/show/1232.The_Shadow_of_the_Wind
78,78,Anna and the French Kiss,Stephanie Perkins,379734.0,30252.0,4.0,372,2010.0,True,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Fiction', 'Realistic Fiction', 'Young Adult Young Adult Contemporary', 'Romance Contemporary Romance', 'Young Adult Young Adult Romance', 'Young Adult Teen']",9,France,https://www.goodreads.com//book/show/6936382-anna-and-the-french-kiss
79,79,Clockwork Princess,Cassandra Clare,366668.0,31960.0,4.55,567,2013.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Science Fiction Steampunk', 'Historical Historical Fiction', 'Fantasy Urban Fantasy', 'Paranormal Angels', 'Fiction', 'Historical']",1,United Kingdom,https://www.goodreads.com//book/show/18335634-clockwork-princess
80,80,The Looking Glass Wars,Frank Beddor,42180.0,3861.0,3.93,364,2006.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Retellings', 'Adventure', 'Science Fiction Steampunk', 'Fantasy Magic', 'Fantasy Fairy Tales', 'Young Adult Young Adult Fantasy', 'Young Adult Teen']",1,,https://www.goodreads.com//book/show/44170.The_Looking_Glass_Wars
81,81,The Subtle Knife,Philip Pullman,387726.0,10701.0,4.13,370,2018.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction Steampunk', 'Childrens Middle Grade']",2,,https://www.goodreads.com//book/show/41637836-the-subtle-knife
82,82,Silence,Becca Fitzpatrick,253278.0,8257.0,4.11,448,2011.0,True,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1,United States,https://www.goodreads.com//book/show/10637766-silence
83,83,Evernight,Claudia Gray,79011.0,3319.0,3.64,327,2008.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/2722413-evernight
84,84,Blue Moon,Alyson Noel,91595.0,3765.0,3.6,284,2009.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Young Adult Teen']",1,United States,https://www.goodreads.com//book/show/6134826-blue-moon
85,85,Masquerade,Melissa de la Cruz,89825.0,2146.0,3.9,307,2007.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Paranormal Angels', 'Fantasy Urban Fantasy', 'Fiction', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/106085.Masquerade
86,86,Vampire Kisses,Ellen Schreiber,49682.0,2318.0,3.72,253,2005.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Young Adult Teen', 'Fantasy Urban Fantasy']",0,,https://www.goodreads.com//book/show/263147.Vampire_Kisses
87,87,Don't Judge a Girl by Her Cover,Ally Carter,65816.0,2688.0,4.21,263,2009.0,True,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Fiction', 'Spy Thriller Espionage', 'Adventure', 'Womens Fiction Chick Lit', 'Young Adult Teen', 'Action']",1,United States,https://www.goodreads.com//book/show/5267365-don-t-judge-a-girl-by-her-cover
88,88,The Sweet Far Thing,Libba Bray,68503.0,3877.0,3.95,819,2007.0,True,"['Fantasy', 'Young Adult', 'Historical Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/127459.The_Sweet_Far_Thing
89,89,Linger,Maggie Stiefvater,159709.0,9647.0,3.89,362,2010.0,True,"['Young Adult', 'Fantasy', 'Romance', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1,United States,https://www.goodreads.com//book/show/6654313-linger
90,90,Rebel Angels,Libba Bray,111201.0,3404.0,3.92,548,2006.0,True,"['Fantasy', 'Young Adult', 'Historical Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Fantasy Magic', 'Young Adult Teen', 'Young Adult Young Adult Fantasy']",0,,https://www.goodreads.com//book/show/51428.Rebel_Angels
91,91,Touched,Elisa S. Amore,6097.0,683.0,3.79,0,2016.0,True,"['Fantasy', 'Fantasy Paranormal', 'Young Adult', 'Romance', 'Paranormal Angels', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fiction', 'Unfinished']",0,United States,https://www.goodreads.com//book/show/28666513-touched
92,92,Acheron,Sherrilyn Kenyon,56171.0,3675.0,4.55,728,2008.0,True,"['Romance Paranormal Romance', 'Fantasy Paranormal', 'Romance', 'Fantasy', 'Paranormal Vampires', 'Fantasy Urban Fantasy', 'Fantasy Mythology', 'Adult', 'Fiction', 'Paranormal Demons']",0,United States,https://www.goodreads.com//book/show/2299110.Acheron
93,93,Revelations,Melissa de la Cruz,76225.0,1651.0,3.9,264,2008.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Angels', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fiction']",0,,https://www.goodreads.com//book/show/2753843-revelations
94,94,Shadowland,Jenny Carroll,66974.0,2510.0,4.02,287,2005.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Ghosts', 'Fiction', 'Fantasy Supernatural', 'Mystery', 'Womens Fiction Chick Lit', 'Young Adult Teen']",0,United States,https://www.goodreads.com//book/show/187811.Shadowland
95,95,Coilhunter,Dean F. Wilson,914.0,129.0,4.14,210,2017.0,True,"['Science Fiction', 'Science Fiction Steampunk', 'Westerns', 'Fantasy', 'Science Fiction Dystopia', 'Westerns Weird West', 'Fiction', 'Action', 'Audiobook', 'Business Amazon']",0,,https://www.goodreads.com//book/show/33977027-coilhunter
96,96,Wake,Lisa McMann,80054.0,5481.0,3.75,210,2008.0,True,"['Young Adult', 'Romance', 'Fiction', 'Fantasy Supernatural', 'Fantasy', 'Mystery', 'Young Adult Teen', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance Paranormal Romance']",3,United States,https://www.goodreads.com//book/show/1661957.Wake
97,97,The Son of Neptune,Rick Riordan,442802.0,16544.0,4.42,513,2011.0,True,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",2,United States,https://www.goodreads.com//book/show/9520360-the-son-of-neptune
98,98,The Van Alen Legacy,Melissa de la Cruz,64378.0,1538.0,3.95,369,2009.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Angels', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Romance Paranormal Romance']",1,,https://www.goodreads.com//book/show/6267237-the-van-alen-legacy
99,99,Terrier,Tamora Pierce,69356.0,1998.0,4.1,581,2006.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Adventure', 'Mystery', 'Fantasy High Fantasy', 'Young Adult Teen', 'Childrens']",3,,https://www.goodreads.com//book/show/13829.Terrier
100,100,Number the Stars,Lois Lowry,471939.0,13895.0,4.15,137,1998.0,False,"['Historical Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Childrens Middle Grade', 'World War II Holocaust', 'Academic School', 'War World War II']",10,,https://www.goodreads.com//book/show/47281.Number_the_Stars
101,101,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,158895.0,12025.0,4.22,444,2004.0,False,"['Fiction', 'Humor', 'Historical Historical Fiction', 'Fantasy', 'Religion', 'Humor Comedy', 'Historical', 'Audiobook', 'Adult', 'Novels']",0,,https://www.goodreads.com//book/show/28881.Lamb
102,102,Rise of the Evening Star,Brandon Mull,113163.0,3962.0,4.16,456,2007.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Fantasy Magic', 'Childrens', 'Childrens Juvenile', 'Young Adult Young Adult Fantasy', 'Science Fiction Fantasy']",0,United States,https://www.goodreads.com//book/show/784911.Rise_of_the_Evening_Star
103,103,Unearthly,Cynthia Hand,125400.0,7831.0,4.01,435,2011.0,True,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Young Adult Fantasy']",1,United States,https://www.goodreads.com//book/show/7488244-unearthly
104,104,The Eyre Affair,Jasper Fforde,127874.0,10412.0,3.87,374,2003.0,True,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Science Fiction', 'Writing Books About Books', 'Science Fiction Time Travel', 'Science Fiction Alternate History', 'Science Fiction Fantasy', 'Adult']",5,United Kingdom,https://www.goodreads.com//book/show/27003.The_Eyre_Affair
105,105,The Magician's Nephew,C.S. Lewis,435653.0,14417.0,4.04,221,2005.0,True,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Childrens Middle Grade', 'Christian Fiction', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/65605.The_Magician_s_Nephew
106,106,The Name of the Wind,Patrick Rothfuss,760287.0,44005.0,4.52,662,2007.0,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Fantasy Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']",10,,https://www.goodreads.com//book/show/186074.The_Name_of_the_Wind
107,107,Halfway to the Grave,Jeaniene Frost,143622.0,7603.0,4.13,358,2007.0,True,"['Fantasy Paranormal', 'Paranormal Vampires', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy', 'Romance Paranormal Romance', 'Adult', 'Fantasy Supernatural', 'Fiction', 'New Adult']",1,United States,https://www.goodreads.com//book/show/1421990.Halfway_to_the_Grave
108,108,Angelfall,Susan Ee,175667.0,15945.0,4.11,288,2012.0,True,"['Fantasy', 'Young Adult', 'Paranormal Angels', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Romance', 'Fantasy Urban Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Fantasy Supernatural']",1,United States,https://www.goodreads.com//book/show/15863832-angelfall
109,109,Fire,Kristin Cashore,169889.0,10608.0,4.09,480,2009.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Adventure', 'Young Adult Young Adult Fantasy', 'Fantasy Magic', 'Fantasy High Fantasy', 'Young Adult Teen', 'Fantasy Paranormal']",4,,https://www.goodreads.com//book/show/6137154-fire
110,110,Darkfever,Karen Marie Moning,166620.0,10756.0,4.06,309,2006.0,True,"['Fantasy', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fairies Fae', 'Adult', 'Fiction', 'Fantasy Supernatural', 'Paranormal Vampires']",0,United States,https://www.goodreads.com//book/show/112750.Darkfever
111,111,Mistborn: The Final Empire,Brandon Sanderson,437560.0,30669.0,4.44,541,2006.0,True,"['Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Fantasy Epic Fantasy', 'Adult', 'Fantasy Magic', 'Young Adult', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",2,,https://www.goodreads.com//book/show/68428.Mistborn
112,112,The Poisonwood Bible,Barbara Kingsolver,672718.0,23757.0,4.07,546,2005.0,False,"['Fiction', 'Historical Historical Fiction', 'Cultural Africa', 'Classics', 'Historical', 'Literary Fiction', 'Novels', 'Literature', 'Religion', 'Adult Fiction']",10,United States,https://www.goodreads.com//book/show/7244.The_Poisonwood_Bible
113,113,Wings,Aprilynne Pike,78055.0,5096.0,3.75,290,2009.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Fairies', 'Fairies Fae', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance']",1,United States,https://www.goodreads.com//book/show/5056084-wings
114,114,Max,James Patterson,69156.0,2268.0,4.06,309,2009.0,True,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Fantasy Paranormal', 'Action', 'Young Adult Teen', 'Science Fiction Dystopia']",1,United States,https://www.goodreads.com//book/show/3393124-max
115,115,Lover Eternal,J.R. Ward,177301.0,6734.0,4.33,441,2006.0,True,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/35729.Lover_Eternal
116,116,Lover Awakened,J.R. Ward,165459.0,7085.0,4.44,434,2006.0,True,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2,United States,https://www.goodreads.com//book/show/42900.Lover_Awakened
117,117,Sabriel,Garth Nix,194391.0,7944.0,4.14,491,1996.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Adventure', 'Young Adult Young Adult Fantasy', 'Fantasy High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Young Adult Teen']",4,,https://www.goodreads.com//book/show/518848.Sabriel
118,118,Only the Good Spy Young,Ally Carter,61383.0,2543.0,4.29,265,2010.0,True,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Spy Thriller Espionage', 'Fiction', 'Adventure', 'Womens Fiction Chick Lit', 'Young Adult Teen', 'Action']",1,United States,https://www.goodreads.com//book/show/6950688-only-the-good-spy-young
119,119,A Discovery of Witches,Deborah Harkness,402223.0,37461.0,4.0,579,2011.0,True,"['Fantasy', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural']",2,France,https://www.goodreads.com//book/show/8667848-a-discovery-of-witches
120,120,The Curious Incident of the Dog in the Night-Time,Mark Haddon,1245628.0,45606.0,3.89,226,2004.0,False,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Novels', 'Classics', 'Psychology', 'Literature', 'Realistic Fiction', 'Academic School']",17,United Kingdom,https://www.goodreads.com//book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
121,121,The Raven Boys,Maggie Stiefvater,293258.0,32257.0,4.04,409,2012.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Audiobook', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",12,United States,https://www.goodreads.com//book/show/17675462-the-raven-boys
122,122,Extras,Scott Westerfeld,108845.0,5454.0,3.6,417,2007.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Young Adult Teen', 'Adventure', 'Apocalyptic Post Apocalyptic', 'Futuristic']",2,,https://www.goodreads.com//book/show/493456.Extras
123,123,The Ruins of Gorlan,John Flanagan,131339.0,7867.0,4.21,249,2006.0,True,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Childrens Middle Grade', 'Childrens', 'Young Adult Young Adult Fantasy', 'Young Adult Teen', 'Action', 'Fantasy High Fantasy']",1,,https://www.goodreads.com//book/show/60400.The_Ruins_of_Gorlan
124,124,Ghostgirl,Tonya Hurley,18008.0,1386.0,3.29,328,2008.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Ghosts', 'Romance', 'Fiction', 'Fantasy Supernatural', 'Young Adult Teen', 'Humor', 'Horror']",0,,https://www.goodreads.com//book/show/2508164.Ghostgirl
125,125,The Reckoning,Kelley Armstrong,114328.0,3642.0,4.17,391,2010.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy Supernatural', 'Shapeshifters Werewolves', 'Fantasy Magic', 'Paranormal Ghosts', 'Fiction']",2,,https://www.goodreads.com//book/show/6468666-the-reckoning
126,126,Nightshade,Andrea Cremer,83206.0,5070.0,4.0,452,2010.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Shapeshifters Werewolves', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Fiction']",0,United States,https://www.goodreads.com//book/show/7402393-nightshade
127,127,Along for the Ride,Sarah Dessen,189743.0,7026.0,4.05,383,2009.0,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Womens Fiction Chick Lit', 'Realistic Fiction', 'Young Adult Teen', 'Young Adult Young Adult Contemporary', 'Young Adult Young Adult Romance', 'Young Adult Coming Of Age']",4,United States,https://www.goodreads.com//book/show/5664985-along-for-the-ride
128,128,The Elite,Kiera Cass,479488.0,31243.0,4.01,336,2013.0,True,"['Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Young Adult Young Adult Romance']",1,,https://www.goodreads.com//book/show/16248068-the-elite
129,129,Guilty Pleasures,Laurell K. Hamilton,136887.0,5762.0,4.01,355,2004.0,True,"['Fantasy Urban Fantasy', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Horror', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Mystery']",0,United States,https://www.goodreads.com//book/show/30281.Guilty_Pleasures
130,130,Finale,Becca Fitzpatrick,149161.0,8555.0,4.16,464,2012.0,True,"['Young Adult', 'Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1,United States,https://www.goodreads.com//book/show/12751687-finale
131,131,Lover Unbound,J.R. Ward,123693.0,4982.0,4.32,502,2007.0,True,"['Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2,United States,https://www.goodreads.com//book/show/304027.Lover_Unbound
132,132,Burned,P.C. Cast,149302.0,3249.0,3.96,323,2010.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Magic']",3,United States,https://www.goodreads.com//book/show/6917952-burned
133,133,Una Historia de Ayer,Sergio Cobo,9873.0,138.0,4.47,75,2014.0,False,"['Thriller', 'Mystery', 'European Literature Spanish Literature', 'Suspense', 'Magical Realism', 'Mystery Noir', 'Drama', 'Fiction', 'Mystery Crime']",0,,https://www.goodreads.com//book/show/25036229-una-historia-de-ayer
134,134,School's Out—Forever,James Patterson,114395.0,3323.0,4.15,409,2006.0,True,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy Paranormal', 'Action', 'Young Adult Teen', 'Romance', 'Thriller']",0,United States,https://www.goodreads.com//book/show/13139.School_s_Out_Forever
135,135,Lover Revealed,J.R. Ward,125432.0,4654.0,4.29,455,2007.0,True,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2,United States,https://www.goodreads.com//book/show/42898.Lover_Revealed
136,136,Pandemonium,Lauren Oliver,222872.0,14841.0,4.04,375,2012.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult Teen', 'Adventure', 'Audiobook', 'Love']",1,United States,https://www.goodreads.com//book/show/9593911-pandemonium
